ID,School,School Type,Region,US World Ranking,Acceptance Rate,Average GPA,New EBRW 25th,New EBRW 75th,New Math 25th,New Math 75th,SAT Total 25th,SAT TOTAL 75th,SAT 25,SAT 75,ACT 25,ACT 75,ACT Comp 25th,ACT Comp 75th,Test Optional or Test Flexible,State,Link
575,Sierra Nevada College,,,,0.66,2.98,,,,,,,950,1170,18,27,,,,Nevada,http://www.collegesimply.com/guides/admission-data//colleges/nevada/sierra-nevada-college/admission/
229,Ripon College,LAC,Midwest,113.0,0.66,-,500.0,680.0,530.0,640.0,1030.0,1320.0,1030,1320,21,27,21.0,27.0,TO,Wisconsin,http://www.collegesimply.com/guides/admission-data//colleges/wisconsin/ripon-college/admission/
1089,North Carolina Central University,,,,0.66,3.1,,,,,,,890,1030,17,20,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/north-carolina-central-university/admission/
624,The University of Texas at Arlington,,,,0.66,-,,,,,,,990,1240,20,26,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/the-university-of-texas-at-arlington/admission/
321,Saint Bonaventure University,,,,0.66,3.3,,,,,,,1010,1230,21,27,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/saint-bonaventure-university/admission/
224,Albany College of Pharmacy and Health Sciences,,,,0.66,3.7,,,,,,,1140,1340,24,28,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/albany-college-of-pharmacy-and-health-sciences/admission/
944,Upper Iowa University,,,,0.66,3.21,,,,,,,660,830,17,22,,,,Iowa,http://www.collegesimply.com/guides/admission-data//colleges/iowa/upper-iowa-university/admission/
1135,Northeastern Illinois University,,,,0.67,2.87,,,,,,,810,1000,16,20,,,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/northeastern-illinois-university/admission/
711,Minnesota State University Mankato,,,,0.67,-,,,,,,,-,-,20,24,,,,Minnesota,http://www.collegesimply.com/guides/admission-data//colleges/minnesota/minnesota-state-university-mankato/admission/
437,Winthrop University,,,,0.67,3.81,,,,,,,990,1200,20,26,,,,South Carolina,http://www.collegesimply.com/guides/admission-data//colleges/south-carolina/winthrop-university/admission/
558,University of Colorado Denver,,,,0.67,3.43,,,,,,,1050,1290,20,25,,,,Colorado,http://www.collegesimply.com/guides/admission-data//colleges/colorado/university-of-colorado-denver/admission/
165,University of Delaware,National,Mid-Atlantic,79.0,0.67,3.5,600.0,690.0,580.0,690.0,1180.0,1380.0,1160,1380,24,29,24.0,29.0,TO,Delaware,http://www.collegesimply.com/guides/admission-data//colleges/delaware/university-of-delaware/admission/
438,Concordia University Wisconsin,,,,0.67,3.34,,,,,,,970,1220,20,26,,,,Wisconsin,http://www.collegesimply.com/guides/admission-data//colleges/wisconsin/concordia-university-wisconsin/admission/
340,Wentworth Institute of Technology,,,,0.67,2.99,,,,,,,1060,1280,22,27,,,,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/wentworth-institute-of-technology/admission/
892,West Texas A & M University,,,,0.67,-,,,,,,,940,1150,18,23,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/west-texas-a-and-m-university/admission/
472,Maryville College,,,,0.67,3.45,,,,,,,960,1170,20,26,,,,Tennessee,http://www.collegesimply.com/guides/admission-data//colleges/tennessee/maryville-college/admission/
445,St Catherine University,,,,0.67,3.61,,,,,,,1060,1220,19,25,,,,Minnesota,http://www.collegesimply.com/guides/admission-data//colleges/minnesota/st-catherine-university/admission/
