ID,School,School Type,Region,US World Ranking,Acceptance Rate,Average GPA,New EBRW 25th,New EBRW 75th,New Math 25th,New Math 75th,SAT Total 25th,SAT TOTAL 75th,SAT 25,SAT 75,ACT 25,ACT 75,ACT Comp 25th,ACT Comp 75th,Test Optional or Test Flexible,State,Link
263,Yeshiva University,National,Mid-Atlantic,66.0,0.8,3.51,610.0,710.0,580.0,710.0,1190.0,1420.0,1190,1420,24,29,23.0,29.0,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/yeshiva-university/admission/
528,Washington State University,National,West,143.0,0.8,3.3,490.0,610.0,500.0,590.0,990.0,1200.0,990,1220,20,26,19.0,26.0,,Washington,http://www.collegesimply.com/guides/admission-data//colleges/washington/washington-state-university/admission/
1223,Naropa University,,,,0.8,2.9,,,,,,,-,-,-,-,,,,Colorado,http://www.collegesimply.com/guides/admission-data//colleges/colorado/naropa-university/admission/
1398,Walsh University,,,,0.8,3.35,,,,,,,-,-,-,-,,,,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/walsh-university/admission/
1206,Art Center College of Design,,,,0.8,3.25,,,,,,,-,-,-,-,,,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/art-center-college-of-design/admission/
508,University of Wisconsin La Crosse,,,,0.8,-,,,,,,,-,-,23,26,,,,Wisconsin,http://www.collegesimply.com/guides/admission-data//colleges/wisconsin/university-of-wisconsin-la-crosse/admission/
416,Belmont University,,,,0.8,3.6,,,,,,,1120,1310,23,28,,,,Tennessee,http://www.collegesimply.com/guides/admission-data//colleges/tennessee/belmont-university/admission/
1189,Sul Ross State University,,,,0.8,3.06,,,,,,,830,1010,15,20,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/sul-ross-state-university/admission/
407,McDaniel College,,,,0.8,3.5,,,,,,,1040,1250,20,27,,,,Maryland,http://www.collegesimply.com/guides/admission-data//colleges/maryland/mcdaniel-college/admission/
900,Boise State University,,,,0.8,3.4,,,,,,,1000,1210,20,26,,,,Idaho,http://www.collegesimply.com/guides/admission-data//colleges/idaho/boise-state-university/admission/
1418,Mercyhurst College,,,,0.8,3.37,,,,,,,-,-,-,-,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/mercyhurst-college/admission/
929,Wayne State University,,,,0.8,3.22,,,,,,,-,-,20,26,,,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/wayne-state-university/admission/
332,University of Colorado Boulder,National,West,92.0,0.8,3.56,580.0,680.0,570.0,690.0,1150.0,1370.0,1140,1360,24,30,24.0,30.0,,Colorado,http://www.collegesimply.com/guides/admission-data//colleges/colorado/university-of-colorado-boulder/admission/
1259,National Louis University,,,,0.81,-,,,,,,,-,-,-,-,,,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/national-louis-university/admission/
1313,Grace Bible College,,,,0.81,-,,,,,,,-,-,-,-,,,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/grace-bible-college/admission/
1172,Alcorn State University,,,,0.81,2.96,,,,,,,860,1060,16,20,,,,Mississippi,http://www.collegesimply.com/guides/admission-data//colleges/mississippi/alcorn-state-university/admission/
357,University of Iowa,National,Midwest,82.0,0.81,3.61,500.0,680.0,570.0,720.0,1070.0,1400.0,1080,1380,23,28,23.0,28.0,,Iowa,http://www.collegesimply.com/guides/admission-data//colleges/iowa/university-of-iowa/admission/
1464,St John's College,,,,0.81,-,,,,,,,-,-,-,-,,,,New Mexico,http://www.collegesimply.com/guides/admission-data//colleges/maryland/st-johns-college/admission/
1271,Pittsburg State University,,,,0.81,3.3,,,,,,,-,-,-,-,,,,Kansas,http://www.collegesimply.com/guides/admission-data//colleges/kansas/pittsburg-state-university/admission/
1478,Johnson & Wales University Denver,,,,0.81,3.23,,,,,,,-,-,-,-,,,,Colorado,http://www.collegesimply.com/guides/admission-data//colleges/colorado/johnson-and-wales-university-denver/admission/
1464,St John's College,,,,0.81,-,,,,,,,-,-,-,-,,,,New Mexico,http://www.collegesimply.com/guides/admission-data//colleges/new-mexico/st-johns-college/admission/
441,Colorado State University Fort Collins,National,West,128.0,0.81,3.61,560.0,660.0,550.0,650.0,1110.0,1310.0,1120,1310,22,28,22.0,28.0,,Colorado,http://www.collegesimply.com/guides/admission-data//colleges/colorado/colorado-state-university-fort-collins/admission/
1340,Cazenovia College,,,,0.81,3.22,,,,,,,-,-,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/cazenovia-college/admission/
1048,Florida College,,,,0.81,-,,,,,,,920,1190,19,25,,,,Florida,http://www.collegesimply.com/guides/admission-data//colleges/florida/florida-college/admission/
976,Long Island University C W Post Campus,,,,0.81,2.9,,,,,,,1000,1190,19,24,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/long-island-university-c-w-post-campus/admission/
556,University of Alabama at Huntsville,,,,0.81,3.64,,,,,,,1140,1390,24,30,,,,Alabama,http://www.collegesimply.com/guides/admission-data//colleges/alabama/university-of-alabama-at-huntsville/admission/
715,University of Pittsburgh Johnstown,,,,0.81,3.4,,,,,,,990,1190,20,25,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/university-of-pittsburgh-johnstown/admission/
1062,Penn State Worthington Scranton,,,,0.81,-,,,,,,,930,1150,17,21,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/pennsylvania-state-university-penn-state-worthington-scranton/admission/
538,Grand Valley State University,,,,0.81,3.52,,,,,,,1040,1280,21,26,,,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/grand-valley-state-university/admission/
1032,Fisk University,,,,0.81,2.98,,,,,,,890,1160,17,23,,,,Tennessee,http://www.collegesimply.com/guides/admission-data//colleges/tennessee/fisk-university/admission/
331,Westmont College,LAC,West,99.0,0.81,3.8,580.0,690.0,560.0,670.0,1140.0,1360.0,1140,1360,23,29,23.0,29.0,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/westmont-college/admission/
1006,Dakota State University,,,,0.81,3.1,,,,,,,960,1200,20,25,,,,South Dakota,http://www.collegesimply.com/guides/admission-data//colleges/south-dakota/dakota-state-university/admission/
1005,Carlow University,,,,0.81,-,,,,,,,950,1140,19,23,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/carlow-university/admission/
516,Western New England University,,,,0.81,3.32,,,,,,,1040,1250,22,27,,,,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/western-new-england-university/admission/
505,University of Utah,National,West,111.0,0.81,3.55,550.0,680.0,540.0,690.0,1090.0,1370.0,1090,1370,21,28,21.0,28.0,,Utah,http://www.collegesimply.com/guides/admission-data//colleges/utah/university-of-utah/admission/
871,Ohio Dominican University,,,,0.81,3.34,,,,,,,950,1200,19,24,,,,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/ohio-dominican-university/admission/
735,Randolph College,,,,0.81,3.61,,,,,,,990,1190,19,24,,,,Virginia,http://www.collegesimply.com/guides/admission-data//colleges/virginia/randolph-college/admission/
741,Southern Illinois University Carbondale,,,,0.81,2.86,,,,,,,1010,1280,19,25,,,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/southern-illinois-university-carbondale/admission/
1129,Penn State Fayette Eberly Campus,,,,0.81,-,,,,,,,880,1100,17,22,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/pennsylvania-state-university-penn-state-fayette--eberly-campus/admission/
903,Bridgewater State University,,,,0.81,3.2,,,,,,,970,1170,19,24,,,,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/bridgewater-state-university/admission/
940,University of Wisconsin Oshkosh,,,,0.81,3.3,,,,,,,-,-,20,24,,,,Wisconsin,http://www.collegesimply.com/guides/admission-data//colleges/wisconsin/university-of-wisconsin-oshkosh/admission/
651,University of Hawaii at Manoa,National,West,169.0,0.81,3.46,530.0,630.0,530.0,630.0,1060.0,1260.0,1050,1260,20,25,21.0,26.0,,Hawaii,http://www.collegesimply.com/guides/admission-data//colleges/hawaii/university-of-hawaii-at-manoa/admission/
1350,Hartwick College,,,,0.81,3.2,,,,,,,-,-,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/hartwick-college/admission/
487,Azusa Pacific University,,,,0.81,3.64,,,,,,,1030,1250,21,27,,,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/azusa-pacific-university/admission/
1405,Pacific Northwest College of Art,,,,0.81,-,,,,,,,-,-,-,-,,,,Oregon,http://www.collegesimply.com/guides/admission-data//colleges/oregon/pacific-northwest-college-of-art/admission/
1147,Texas A & M University Kingsville,,,,0.82,3.3,,,,,,,920,1130,17,22,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/texas-a-and-m-university-kingsville/admission/
911,Penn State Abington,,,,0.82,3.12,,,,,,,930,1170,19,25,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/pennsylvania-state-university-penn-state-abington/admission/
1034,Eastern Washington University,,,,0.82,3.24,,,,,,,930,1160,18,23,,,,Washington,http://www.collegesimply.com/guides/admission-data//colleges/washington/eastern-washington-university/admission/
1076,Concordia University Texas,,,,0.82,3.3,,,,,,,970,1160,19,24,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/concordia-university-texas/admission/
1370,The College of Saint Rose,,,,0.82,3.5,,,,,,,-,-,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/the-college-of-saint-rose/admission/
887,Mount Carmel College of Nursing,,,,0.82,3.5,,,,,,,-,-,19,23,,,,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/mount-carmel-college-of-nursing/admission/
1429,Johnson & Wales University Providence,,,,0.82,3.12,,,,,,,-,-,-,-,,,,Rhode Island,http://www.collegesimply.com/guides/admission-data//colleges/rhode-island/johnson-and-wales-university-providence/admission/
1150,University of Wisconsin Parkside,,,,0.82,2.98,,,,,,,-,-,18,23,,,,Wisconsin,http://www.collegesimply.com/guides/admission-data//colleges/wisconsin/university-of-wisconsin-parkside/admission/
914,Shenandoah University,,,,0.82,3.39,,,,,,,950,1190,19,25,,,,Virginia,http://www.collegesimply.com/guides/admission-data//colleges/virginia/shenandoah-university/admission/
1195,Rogers State University,,,,0.82,-,,,,,,,-,-,16,18,,,,Oklahoma,http://www.collegesimply.com/guides/admission-data//colleges/oklahoma/rogers-state-university/admission/
968,Manhattan Christian College,,,,0.82,-,,,,,,,970,1070,19,25,,,,Kansas,http://www.collegesimply.com/guides/admission-data//colleges/kansas/manhattan-christian-college/admission/
454,Western Washington University,,,,0.82,3.42,,,,,,,1070,1280,22,27,,,,Washington,http://www.collegesimply.com/guides/admission-data//colleges/washington/western-washington-university/admission/
284,Hendrix College,LAC,South,72.0,0.82,3.94,580.0,720.0,600.0,690.0,1180.0,1410.0,1190,1400,25,32,25.0,32.0,,Arkansas,http://www.collegesimply.com/guides/admission-data//colleges/arkansas/hendrix-college/admission/
727,Western Michigan University,,,,0.82,3.28,,,,,,,960,1230,19,25,,,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/western-michigan-university/admission/
1017,Kutztown University of Pennsylvania,,,,0.82,3.17,,,,,,,940,1130,17,22,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/kutztown-university-of-pennsylvania/admission/
696,Wilkes University,,,,0.82,-,,,,,,,1010,1240,-,-,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/wilkes-university/admission/
1124,Chaminade University of Honolulu,,,,0.82,3.29,,,,,,,950,1130,19,22,,,,Hawaii,http://www.collegesimply.com/guides/admission-data//colleges/hawaii/chaminade-university-of-honolulu/admission/
1122,The University of Texas Pan American,,,,0.82,-,,,,,,,920,1130,17,21,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/the-university-of-texas-pan-american/admission/
617,Mississippi College,,,,0.82,3.49,,,,,,,1070,1310,21,27,,,,Mississippi,http://www.collegesimply.com/guides/admission-data//colleges/mississippi/mississippi-college/admission/
1422,Saint Joseph's University,,,,0.82,3.51,,,,,,,-,-,-,-,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/saint-josephs-university/admission/
398,Seattle Pacific University,,,,0.82,3.55,,,,,,,1100,1310,23,28,,,,Washington,http://www.collegesimply.com/guides/admission-data//colleges/washington/seattle-pacific-university/admission/
760,Central Washington University,,,,0.82,3.2,,,,,,,930,1150,17,25,,,,Washington,http://www.collegesimply.com/guides/admission-data//colleges/washington/central-washington-university/admission/
679,University of New Haven,,,,0.82,3.31,,,,,,,1040,1230,21,26,,,,Connecticut,http://www.collegesimply.com/guides/admission-data//colleges/connecticut/university-of-new-haven/admission/
767,Baker University,,,,0.82,3.47,,,,,,,960,1190,20,25,,,,Kansas,http://www.collegesimply.com/guides/admission-data//colleges/kansas/baker-university/admission/
1052,McNeese State University,,,,0.82,3.36,,,,,,,990,1180,20,24,,,,Louisiana,http://www.collegesimply.com/guides/admission-data//colleges/louisiana/mcneese-state-university/admission/
689,University of North Dakota,,,,0.82,-,,,,,,,1010,1250,21,26,,,,North Dakota,http://www.collegesimply.com/guides/admission-data//colleges/north-dakota/university-of-north-dakota/admission/
413,John Carroll University,,,,0.82,3.53,,,,,,,1070,1270,22,28,,,,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/john-carroll-university/admission/
960,Penn State Beaver,,,,0.82,-,,,,,,,960,1190,18,24,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/pennsylvania-state-university-penn-state-beaver/admission/
372,Valparaiso University,National,Midwest,4.0,0.82,3.6,550.0,650.0,530.0,640.0,1080.0,1290.0,1080,1300,23,29,23.0,29.0,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/valparaiso-university/admission/
1351,Hilbert College,,,,0.82,3.1,,,,,,,-,-,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/hilbert-college/admission/
683,Suffolk University,,,,0.82,-,,,,,,,1000,1200,20,26,,,,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/suffolk-university/admission/
594,Montana State University,,,,0.83,3.3,,,,,,,1100,1330,21,28,,,,Montana,http://www.collegesimply.com/guides/admission-data//colleges/montana/montana-state-university/admission/
1151,University of Washington Tacoma Campus,,,,0.83,3.25,,,,,,,930,1160,16,22,,,,Washington,http://www.collegesimply.com/guides/admission-data//colleges/washington/university-of-washington-tacoma-campus/admission/
1305,Nichols College,,,,0.83,2.63,,,,,,,-,-,-,-,,,,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/nichols-college/admission/
890,Penn State Brandywine,,,,0.83,-,,,,,,,940,1140,18,26,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/pennsylvania-state-university-penn-state-brandywine/admission/
772,Fairleigh Dickinson University College at Florham,,,,0.83,3.1,,,,,,,1000,1210,20,25,,,,New Jersey,http://www.collegesimply.com/guides/admission-data//colleges/new-jersey/fairleigh-dickinson-university-college-at-florham/admission/
474,University of Mary Washington,Regional,South,16.0,0.83,3.51,560.0,650.0,530.0,620.0,1090.0,1270.0,1080,1270,22,27,22.0,27.0,TO,Virginia,http://www.collegesimply.com/guides/admission-data//colleges/virginia/university-of-mary-washington/admission/
876,Old Dominion University,,,,0.83,3.26,,,,,,,1000,1210,18,24,,,,Virginia,http://www.collegesimply.com/guides/admission-data//colleges/virginia/old-dominion-university/admission/
1140,Colorado Mesa University,,,,0.83,3.0,,,,,,,940,1150,17,23,,,,Colorado,http://www.collegesimply.com/guides/admission-data//colleges/colorado/colorado-mesa-university/admission/
1451,Radford University,,,,0.83,3.15,,,,,,,-,-,-,-,,,,Virginia,http://www.collegesimply.com/guides/admission-data//colleges/virginia/radford-university/admission/
1186,Savannah State University,,,,0.83,2.74,,,,,,,860,1000,16,19,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/savannah-state-university/admission/
1277,University of Maine at Farmington,,,,0.83,2.98,,,,,,,-,-,-,-,,,,Maine,http://www.collegesimply.com/guides/admission-data//colleges/maine/university-of-maine-at-farmington/admission/
510,Arizona State University,National,West,129.0,0.83,3.42,560.0,680.0,550.0,660.0,1110.0,1340.0,1110,1330,23,28,23.0,28.0,TO,Arizona,http://www.collegesimply.com/guides/admission-data//colleges/arizona/arizona-state-university/admission/
1380,Utica College,,,,0.83,2.94,,,,,,,-,-,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/utica-college/admission/
1426,Ursinus College,LAC,Mid-Atlantic,95.0,0.83,-,570.0,670.0,560.0,650.0,1120.0,1320.0,-,-,-,-,23.0,30.0,TO,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/ursinus-college/admission/
827,Penn State Hazleton,,,,0.84,-,,,,,,,920,1140,17,25,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/pennsylvania-state-university-penn-state-hazleton/admission/
840,Southeast Missouri State University,,,,0.84,3.3,,,,,,,990,1250,20,25,,,,Missouri,http://www.collegesimply.com/guides/admission-data//colleges/missouri/southeast-missouri-state-university/admission/
939,Regent University,,,,0.84,3.5,,,,,,,1000,1240,20,26,,,,Virginia,http://www.collegesimply.com/guides/admission-data//colleges/virginia/regent-university/admission/
713,Pace University New York,,,,0.84,3.3,,,,,,,1020,1230,21,26,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/pace-university-new-york/admission/
1035,Marian University,,,,0.84,3.1,,,,,,,-,-,17,23,,,,Wisconsin,http://www.collegesimply.com/guides/admission-data//colleges/wisconsin/marian-university/admission/
872,East Stroudsburg University of Pennsylvania,,,,0.84,-,,,,,,,920,1110,18,24,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/east-stroudsburg-university-of-pennsylvania/admission/
1306,Regis College,,,,0.84,3.02,,,,,,,-,-,-,-,,,,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/regis-college/admission/
668,University of St Thomas,National,Midwest,118.0,0.84,3.55,560.0,680.0,540.0,640.0,1100.0,1320.0,1110,1310,24,29,24.0,29.0,,Minnesota,http://www.collegesimply.com/guides/admission-data//colleges/minnesota/university-of-st-thomas/admission/
886,Marymount Manhattan College,,,,0.84,-,,,,,,,1010,1210,20,26,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/marymount-manhattan-college/admission/
668,University of St Thomas,National,Midwest,118.0,0.84,3.55,560.0,680.0,540.0,640.0,1100.0,1320.0,1110,1310,24,29,24.0,29.0,,Minnesota,http://www.collegesimply.com/guides/admission-data//colleges/texas/university-of-st-thomas/admission/
1035,Marian University,,,,0.84,3.1,,,,,,,-,-,17,23,,,,Wisconsin,http://www.collegesimply.com/guides/admission-data//colleges/indiana/marian-university/admission/
688,Warren Wilson College,,,,0.84,3.5,,,,,,,1070,1310,21,28,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/warren-wilson-college/admission/
1162,Bethel University,,,,0.84,2.9,,,,,,,880,1110,17,22,,,,Tennessee,http://www.collegesimply.com/guides/admission-data//colleges/minnesota/bethel-university/admission/
977,Lenoir Rhyne University,,,,0.84,3.7,,,,,,,970,1180,-,-,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/lenoir-rhyne-university/admission/
523,Linfield College McMinnville Campus,,,,0.84,3.66,,,,,,,1030,1230,20,26,,,,Oregon,http://www.collegesimply.com/guides/admission-data//colleges/oregon/linfield-college-mcminnville-campus/admission/
1083,Northwestern State University of Louisiana,,,,0.84,3.24,,,,,,,950,1170,19,24,,,,Louisiana,http://www.collegesimply.com/guides/admission-data//colleges/louisiana/northwestern-state-university-of-louisiana/admission/
1215,Columbia College Hollywood,,,,0.84,-,,,,,,,-,-,-,-,,,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/columbia-college-hollywood/admission/
544,Drury University,Regional,Midwest,11.0,0.84,3.7,560.0,700.0,550.0,630.0,1110.0,1330.0,-,-,23,29,20.0,31.0,,Missouri,http://www.collegesimply.com/guides/admission-data//colleges/missouri/drury-university/admission/
1121,Texas A & M University Corpus Christi,,,,0.84,-,,,,,,,950,1150,17,23,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/texas-a-and-m-university-corpus-christi/admission/
613,Huntington University,,,,0.84,3.46,,,,,,,970,1200,19,26,,,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/huntington-university/admission/
1162,Bethel University,,,,0.84,2.9,,,,,,,880,1110,17,22,,,,Tennessee,http://www.collegesimply.com/guides/admission-data//colleges/tennessee/bethel-university/admission/
495,Bellarmine University,,,,0.84,3.51,,,,,,,1080,1270,22,27,,,,Kentucky,http://www.collegesimply.com/guides/admission-data//colleges/kentucky/bellarmine-university/admission/
1137,The University of Texas of the Permian Basin,,,,0.84,-,,,,,,,960,1140,18,22,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/the-university-of-texas-of-the-permian-basin/admission/
622,South Dakota School of Mines and Technology,,,,0.84,3.5,,,,,,,1130,1360,24,29,,,,South Dakota,http://www.collegesimply.com/guides/admission-data//colleges/south-dakota/south-dakota-school-of-mines-and-technology/admission/
1154,Black Hills State University,,,,0.84,-,,,,,,,950,1150,19,23,,,,South Dakota,http://www.collegesimply.com/guides/admission-data//colleges/south-dakota/black-hills-state-university/admission/
847,Kent State University at Kent,,,,0.85,3.31,,,,,,,1040,1230,21,25,,,,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/kent-state-university-at-kent/admission/
796,Penn State Berks,,,,0.85,3.02,,,,,,,930,1170,18,25,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/pennsylvania-state-university-penn-state-berks/admission/
1158,Indiana University Southeast,,,,0.85,3.08,,,,,,,910,1130,18,23,,,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/indiana-university-southeast/admission/
969,Morehead State University,,,,0.85,3.35,,,,,,,920,1160,20,25,,,,Kentucky,http://www.collegesimply.com/guides/admission-data//colleges/kentucky/morehead-state-university/admission/
730,University of Nebraska at Kearney,,,,0.85,3.39,,,,,,,940,1140,20,25,,,,Nebraska,http://www.collegesimply.com/guides/admission-data//colleges/nebraska/university-of-nebraska-at-kearney/admission/
1090,California University of Pennsylvania,,,,0.85,3.1,,,,,,,900,1100,17,22,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/california-university-of-pennsylvania/admission/
1092,Howard Payne University,,,,0.85,3.5,,,,,,,930,1140,18,23,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/howard-payne-university/admission/
1102,Concord University,,,,0.85,3.23,,,,,,,900,1140,19,24,,,,West Virginia,http://www.collegesimply.com/guides/admission-data//colleges/west-virginia/concord-university/admission/
1450,Vermont Technical College,,,,0.85,3.01,,,,,,,-,-,-,-,,,,Vermont,http://www.collegesimply.com/guides/admission-data//colleges/vermont/vermont-technical-college/admission/
497,University of New England,,,,0.85,3.26,,,,,,,1040,1240,20,29,,,,Maine,http://www.collegesimply.com/guides/admission-data//colleges/maine/university-of-new-england/admission/
1141,Indiana State University,,,,0.85,3.06,,,,,,,880,1100,16,22,,,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/indiana-state-university/admission/
754,Penn State Dubois,,,,0.85,-,,,,,,,910,1150,21,25,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/pennsylvania-state-university-penn-state-dubois/admission/
337,Taylor University,Regional,Midwest,1.0,0.85,3.71,550.0,670.0,520.0,660.0,1070.0,1330.0,1070,1330,24,30,24.0,30.0,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/taylor-university/admission/
517,Bethany Lutheran College,,,,0.85,3.33,,,,,,,1210,1430,20,26,,,,Minnesota,http://www.collegesimply.com/guides/admission-data//colleges/minnesota/bethany-lutheran-college/admission/
1373,SUNY College of Technology at Canton,,,,0.85,-,,,,,,,-,-,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/suny-college-of-technology-at-canton/admission/
801,University of Wisconsin Green Bay,,,,0.85,3.37,,,,,,,-,-,21,25,,,,Wisconsin,http://www.collegesimply.com/guides/admission-data//colleges/wisconsin/university-of-wisconsin-green-bay/admission/
1381,Villa Maria College,,,,0.85,-,,,,,,,-,-,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/villa-maria-college/admission/
712,Niagara University,,,,0.85,3.4,,,,,,,1010,1200,20,25,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/niagara-university/admission/
619,Penn State Harrisburg,,,,0.85,3.08,,,,,,,1000,1240,20,26,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/pennsylvania-state-university-penn-state-harrisburg/admission/
1246,Herzing University Atlanta,,,,0.85,-,,,,,,,-,-,-,-,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/herzing-university-atlanta/admission/
604,University of Wisconsin Eau Claire,,,,0.85,-,,,,,,,-,-,22,26,,,,Wisconsin,http://www.collegesimply.com/guides/admission-data//colleges/wisconsin/university-of-wisconsin-eau-claire/admission/
717,Lee University,,,,0.85,3.53,,,,,,,980,1250,21,27,,,,Tennessee,http://www.collegesimply.com/guides/admission-data//colleges/tennessee/lee-university/admission/
521,University of Cincinnati Main Campus,National,Midwest,135.0,0.86,3.46,560.0,680.0,560.0,690.0,1120.0,1370.0,1120,1370,23,28,23.0,28.0,,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/university-of-cincinnati-main-campus/admission/
1170,Trinity Baptist College,,,,0.86,-,,,,,,,790,1050,15,20,,,,Florida,http://www.collegesimply.com/guides/admission-data//colleges/florida/trinity-baptist-college/admission/
1132,Texas Woman's University,,,,0.86,3.25,,,,,,,910,1130,17,23,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/texas-womans-university/admission/
852,Penn State York,,,,0.86,-,,,,,,,990,1260,21,26,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/pennsylvania-state-university-penn-state-york/admission/
1247,Middle Georgia College,,,,0.86,-,,,,,,,-,-,-,-,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/middle-georgia-college/admission/
1117,Valley City State University,,,,0.86,3.15,,,,,,,810,1030,18,23,,,,North Dakota,http://www.collegesimply.com/guides/admission-data//colleges/north-dakota/valley-city-state-university/admission/
1004,Portland State University,,,,0.86,3.38,,,,,,,1010,1220,19,25,,,,Oregon,http://www.collegesimply.com/guides/admission-data//colleges/oregon/portland-state-university/admission/
1106,BryanLGH College of Health Sciences,,,,0.86,-,,,,,,,-,-,22,25,,,,Nebraska,http://www.collegesimply.com/guides/admission-data//colleges/nebraska/bryanlgh-college-of-health-sciences/admission/
658,Missouri State University Springfield,,,,0.86,3.58,,,,,,,1030,1290,21,26,,,,Missouri,http://www.collegesimply.com/guides/admission-data//colleges/missouri/missouri-state-university-springfield/admission/
1010,University of Wisconsin Milwaukee,,,,0.86,3.09,,,,,,,-,-,20,25,,,,Wisconsin,http://www.collegesimply.com/guides/admission-data//colleges/wisconsin/university-of-wisconsin-milwaukee/admission/
695,Waynesburg University,,,,0.86,3.57,,,,,,,990,1160,20,26,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/waynesburg-university/admission/
